Gender,Age,Height,Weight,Heart_Rate,Body_Temp,Calories,Duration
female,53,159,57,105,40.7,150,23
female,33,159,53,94,40,85,17
male,60,181,92,88,38.8,15,3
male,53,182,81,84,39.3,19,5
male,26,185,85,86,39.1,9,3
male,23,179,83,91,38.6,10,3
female,31,170,64,77,38.1,6,2
male,20,175,78,107,40.5,135,24
male,32,168,73,111,40.7,201,30
male,61,197,104,108,41.1,232,28
male,27,187,92,92,40,52,13
female,42,182,84,86,39.3,23,6
female,22,158,56,97,40.4,92,18
female,71,165,67,91,40.3,99,19
female,28,168,62,87,39.4,41,10
male,38,177,77,113,41.1,192,26
female,43,173,69,79,38.2,7,2
male,21,187,84,97,40.8,116,27
male,38,182,77,102,40.5,120,21
male,46,180,83,90,38,9,2
male,49,193,97,84,38.5,12,3
male,33,181,82,89,38.6,14,4
female,61,171,66,85,39.5,35,8
male,35,191,90,108,40.3,162,24
male,32,202,99,115,40.5,212,27
female,38,156,56,94,40.8,101,20
male,58,190,87,98,40.9,145,23
female,46,168,64,85,37.7,8,2
female,25,171,70,92,40,49,11
female,23,158,54,92,39.4,42,9
female,24,167,68,93,40.6,82,18
female,38,170,65,85,39.1,12,3
female,29,147,48,98,40.6,93,17
female,79,163,63,86,39.9,39,8
female,37,171,66,106,40.7,155,25
female,22,156,58,102,40.4,90,16
male,20,182,82,92,40.2,69,20
female,57,167,68,114,40.4,133,18
male,58,198,96,92,39.7,67,12
female,32,144,49,90,39,23,5
female,32,174,69,77,38.2,6,2
female,42,157,55,113,40.9,194,27
female,50,151,51,79,38.4,8,2
female,44,172,75,93,40,58,12
male,27,174,75,106,40.6,120,21
female,38,178,70,89,40.2,57,13
female,23,173,68,97,40.1,89,18
female,31,156,58,101,40.1,91,16
female,52,148,55,105,40.5,143,22
male,46,181,82,104,41,156,24
female,56,160,60,89,39,24,5
female,39,177,74,78,39.1,19,6
male,66,188,98,114,40.7,242,26
female,62,171,78,103,40.5,135,22
female,63,158,61,87,38.5,14,3
female,77,151,52,103,40.6,190,28
female,54,184,79,92,40.9,111,23
female,43,146,51,94,39.2,47,9
male,30,177,82,107,40.7,173,28
male,74,184,87,101,40.5,150,20
female,25,164,62,85,39.5,30,8
male,43,190,98,107,40.2,122,17
male,40,181,91,111,41,216,29
female,61,166,69,114,40.9,208,28
female,56,168,66,85,38.7,13,3
female,67,172,72,89,39.3,39,8
female,72,151,60,92,40.1,59,11
male,32,193,96,111,40.8,151,21
male,51,177,76,76,37.8,2,1
female,67,166,64,90,40.3,86,17
male,65,158,63,97,40.3,113,19
male,35,194,91,112,41,170,23
male,32,187,90,90,39.4,27,7
male,57,184,78,71,39,6,3
female,50,158,59,101,40.7,144,24
female,24,174,72,91,39.8,34,8
female,55,167,66,87,40,63,14
male,23,194,97,101,40,79,15
male,79,172,75,89,40.1,62,11
male,35,174,76,97,40.2,57,12
female,31,171,71,83,38.4,11,3
male,35,182,89,108,40.8,161,24
female,70,156,62,87,39.4,38,8
male,65,198,96,85,39.1,24,5
female,58,160,56,99,40.6,131,22
male,22,173,79,115,40.7,201,29
female,24,173,68,99,40.2,104,20
female,49,158,61,106,41,175,27
female,26,171,65,101,40,60,11
male,21,187,92,81,38.5,8,4
male,23,191,86,115,40.9,207,29
female,39,159,62,93,40,74,15
male,33,170,76,100,40.4,103,20
female,28,160,57,81,38.8,10,3
female,70,164,63,94,40.4,67,12
male,38,182,85,84,39.8,25,8
male,27,192,90,88,39.8,54,16
male,53,179,84,93,40,73,14
female,38,174,73,100,40.3,93,17
female,54,169,66,85,39.4,26,6
male,32,173,77,97,40,75,16
male,28,182,76,107,40.6,125,21
female,27,175,69,105,40.8,147,25
female,54,185,82,86,39.1,17,4
female,56,165,70,98,40.4,101,18
male,26,187,91,95,40.1,66,15
male,25,198,97,92,39.9,44,11
male,45,177,81,102,40.4,116,19
female,21,166,63,81,39.3,16,5
female,21,176,64,75,38.9,11,4
female,36,158,58,89,39.8,49,11
male,78,193,96,83,40.5,78,15
male,49,176,76,84,39.2,18,5
male,60,207,114,87,37.7,5,1
male,32,170,73,99,40.5,93,19
male,73,187,96,91,38,12,2
female,22,167,61,88,38.3,12,3
male,76,177,84,84,39.1,35,7
female,50,165,66,98,39.6,39,7
female,20,148,52,93,39.7,42,9
female,43,169,66,76,39.1,12,4
female,45,158,60,93,40.1,76,15
male,23,180,73,105,41.1,139,26
female,23,148,52,108,41.1,159,25
female,25,162,62,99,40.6,101,19
male,22,198,97,79,37.5,2,1
female,58,175,71,105,40.8,166,26
male,27,189,87,79,38.7,6,3
male,60,187,87,82,40.2,52,13
female,37,170,71,105,40.9,157,26
female,24,175,67,105,40.6,140,24
female,75,171,68,102,40.3,103,16
male,52,183,84,112,41,241,30
female,49,166,66,80,40,36,10
female,31,157,56,84,39.1,12,3
male,23,196,88,105,40.2,91,16
male,27,179,84,96,40.2,66,15
female,42,164,61,88,40.2,62,14
male,36,174,75,98,40.5,114,23
male,29,188,86,85,39.1,12,4
female,57,167,65,107,41.1,180,27
male,64,175,83,83,38.9,17,4
male,63,179,82,86,40.2,74,16
female,57,161,61,108,40.8,185,27
male,70,190,99,97,40.5,125,18
female,53,155,53,85,38,9,2
female,50,158,58,95,40.1,91,17
female,68,147,48,86,39.5,39,8
male,64,169,79,96,40.5,165,27
male,31,182,87,94,40.5,96,22
female,33,171,74,95,39.4,34,7
female,76,154,56,98,40.6,136,22
female,25,183,77,100,39.3,36,7
female,55,155,55,88,40,43,9
male,27,189,93,95,40.3,71,16
female,42,165,63,94,39.5,40,8
female,54,159,54,107,40.6,163,24
female,68,164,63,110,41.3,188,26
female,33,155,55,80,38.7,14,4
male,27,197,92,85,38.6,9,3
male,20,184,78,87,40.1,47,18
female,28,163,58,99,41.1,146,27
male,54,195,100,106,40.7,189,25
male,42,196,93,93,40,68,14
male,43,174,78,94,39.8,52,11
female,48,165,65,85,40,58,14
male,52,171,78,86,39.2,20,5
female,65,165,61,98,40,71,12
female,31,160,60,95,40.2,60,12
male,40,177,81,83,39.6,24,8
male,62,178,85,99,40.6,105,16
male,29,186,91,84,39.6,23,8
female,50,159,59,106,41.1,196,30
male,73,190,95,97,39.4,70,10
male,37,195,99,82,39.1,19,6
female,60,162,63,100,39.9,72,12
male,25,184,82,88,39.9,31,10
female,34,135,41,92,40.2,70,14
male,29,190,84,102,40.4,114,21
female,20,166,64,74,38.2,5,2
male,35,175,80,106,40.7,162,26
male,35,186,83,100,40.6,102,19
male,45,166,74,91,39.4,30,7
female,46,168,65,106,41,166,26
male,50,187,81,83,39.2,18,5
female,78,150,54,87,39.6,40,8
female,40,174,75,92,38.7,14,3
female,66,174,74,99,40.8,135,23
female,61,158,60,102,40.5,144,23
female,48,159,63,87,40,75,17
female,20,176,69,84,40.2,35,10
female,50,170,68,84,38.4,12,3
female,64,154,61,94,41,109,20
male,48,199,110,81,39.4,22,6
male,29,187,91,103,40.6,137,24
female,47,162,58,95,40.4,90,17
female,20,166,60,98,40.3,77,15
male,32,180,86,106,40.6,143,23
female,59,182,84,92,40.3,82,17
female,20,172,60,102,40.7,111,20
male,64,209,112,100,40.4,133,18
male,31,191,98,85,38.7,13,4
female,30,171,68,91,39.6,31,7
female,72,166,66,102,40.2,121,19
female,45,159,62,94,39.6,41,8
male,29,169,72,101,40,100,20
female,37,170,64,105,40.3,122,20
female,24,167,66,89,40,50,12
female,38,169,64,99,39.5,49,9
male,57,175,76,109,40.6,214,28
female,50,153,56,108,40.7,176,26
female,40,177,74,97,41,150,29
female,24,171,72,101,41,145,27
male,47,192,93,95,40.3,71,13
male,50,185,83,97,40.3,74,13
female,46,151,52,113,40.5,183,25
male,38,185,91,82,39.2,15,5
male,30,189,95,103,40.8,123,21
female,42,162,66,96,40.4,110,21
female,56,167,70,103,40.7,117,19
female,39,155,54,105,41.1,164,26
male,64,195,99,87,40.3,67,13
male,35,178,79,82,38.7,8,3
male,73,200,106,89,40,73,12
male,26,180,88,91,38.8,15,4
female,40,154,59,90,40.3,65,14
female,63,171,73,88,40.2,37,8
male,40,169,70,101,40.5,121,22
female,33,151,51,88,40.3,71,16
female,64,175,67,101,40.6,117,19
female,21,179,72,82,39.4,23,7
male,41,183,85,100,41,166,29
male,58,191,99,94,40.2,95,16
female,21,171,62,76,37.7,3,1
male,28,187,88,109,40.4,143,22
female,28,173,71,83,37.7,4,1
male,44,177,83,110,41.2,205,28
female,20,170,67,93,40.3,76,17
male,59,177,81,87,39.6,41,9
male,22,189,86,105,40,78,14
male,35,194,95,79,38.6,5,2
male,24,177,81,85,39.8,23,9
male,60,199,107,112,40.6,232,26
male,55,192,91,98,40.3,100,16
female,39,179,74,98,40.4,84,16
male,45,196,94,91,39.9,48,10
male,59,178,86,99,40.3,142,22
female,38,166,63,85,38.3,8,2
male,20,182,80,85,39,7,3
male,37,183,88,104,40.4,149,24
female,37,170,71,96,40.5,106,21
male,38,194,101,90,39.8,62,14
female,33,153,52,93,40.1,89,18
female,60,151,58,105,40.9,179,27
female,62,182,76,82,39.6,39,10
male,64,183,89,107,40.9,207,26
male,26,188,81,82,38.5,7,3
male,62,190,95,93,40.1,65,11
female,56,159,60,91,38.7,25,5
female,53,164,65,98,40.3,73,13
male,25,205,110,96,40.8,108,22
male,60,166,69,102,40.7,185,28
male,25,204,107,98,40.2,108,21
female,37,174,75,106,40.4,115,19
female,22,174,67,98,39.3,30,6
female,46,159,59,109,41,190,28
male,24,186,90,97,39.7,59,13
female,31,177,72,93,39.4,46,10
male,31,198,99,107,40.9,185,28
male,21,160,68,90,39.4,17,6
male,44,171,80,112,40.8,197,26
female,32,162,65,94,40.1,78,16
female,20,156,51,88,40.5,84,20
female,31,133,45,84,38,12,3
female,26,173,68,98,40.6,128,25
female,22,152,55,98,40.5,115,22
male,30,178,84,80,39.5,17,8
female,60,170,68,102,41.3,154,25
male,24,188,90,103,40.3,104,19
male,73,169,72,92,40.2,87,15
male,34,192,99,113,40.7,206,27
female,34,162,62,98,39.7,43,8
female,58,164,62,93,39.7,63,12
male,35,178,82,104,40.6,137,23
female,20,161,55,86,39.5,31,8
female,39,155,56,81,39.1,22,6
female,23,148,48,77,40.2,40,13
female,75,171,68,94,40.8,122,22
female,27,163,67,93,40.3,102,22
male,79,200,108,97,40.9,198,26
female,27,166,66,109,40.7,178,28
female,27,160,55,102,40.5,109,19
male,40,185,87,102,40.7,150,25
male,25,187,80,106,40.5,121,21
male,68,174,78,88,39.2,25,5
male,44,169,77,91,40.2,69,16
female,30,168,61,105,41.4,169,28
male,49,182,85,87,39.5,37,9
male,76,179,85,98,40.3,114,16
male,70,178,80,83,40.2,62,14
female,44,154,52,102,40.3,97,16
female,21,139,43,98,40.2,91,17
female,36,161,56,91,40.4,80,17
male,55,193,98,112,40.8,204,24
female,40,147,50,107,40.8,151,23
male,45,179,80,88,39.5,20,5
female,64,155,60,102,40.6,133,21
female,52,176,70,89,40.4,64,14
male,20,172,72,88,39.8,24,9
male,76,183,85,87,40,60,11
female,22,157,59,113,40.9,183,27
male,75,187,92,86,39.5,38,7
female,31,162,63,100,40.9,121,22
female,20,151,51,101,41.1,150,27
female,22,171,63,101,40.3,76,14
female,27,166,66,106,40.5,163,27
male,67,160,66,92,40.1,48,9
female,29,154,55,85,38.8,20,5
male,45,194,97,91,39.6,29,6
male,30,182,84,85,39.7,23,8
female,50,174,68,95,40.1,58,11
female,55,157,57,105,40.5,157,24
male,21,181,79,103,40.4,97,19
female,43,149,51,95,38.7,21,4
female,59,159,65,105,40.9,188,29
male,32,182,83,108,40.4,110,17
male,76,193,104,90,40.4,101,16
male,29,176,73,80,38.8,6,3
female,48,182,72,82,39.2,19,5
male,44,165,70,97,39.2,25,5
male,76,189,99,93,40,120,18
female,23,166,65,108,41.5,179,29
male,60,171,71,96,40.7,115,20
male,39,189,93,100,40.4,116,20
female,56,176,70,86,39.5,35,8
male,24,183,82,88,40.3,42,14
male,31,189,88,98,40.1,60,12
female,49,156,55,96,39.8,60,11
male,22,185,80,112,40.7,176,27
male,48,177,85,80,38.1,3,1
male,23,173,78,88,38.7,9,3
male,60,169,70,84,38,8,2
female,28,161,64,88,39.3,29,7
female,38,162,68,81,38.6,7,2
male,45,196,102,110,41,210,27
female,35,162,63,86,38.5,12,3
male,56,199,101,84,39,22,5
female,27,159,57,95,40.3,85,17
male,55,179,81,105,40.7,148,21
female,34,170,68,100,40.9,137,25
female,27,154,53,79,38.5,7,2
male,42,196,101,87,40.1,71,17
male,36,188,88,91,40.1,59,14
female,30,169,63,83,38.8,18,5
female,31,151,52,79,39.1,17,5
male,38,182,81,99,40.1,101,19
male,35,163,66,112,40.9,198,29
female,59,157,61,90,39.4,35,7
male,42,186,83,94,40.1,53,11
male,76,189,91,103,40.8,176,22
male,74,192,92,101,40.8,152,20
male,74,179,90,82,38.8,14,3
male,24,166,63,99,39.9,56,13
male,28,181,81,96,40.2,71,16
male,78,179,84,110,40.8,270,30
male,36,199,98,94,40,58,12
female,61,163,64,95,39.6,55,10
male,28,194,91,106,40.1,61,10
male,60,183,85,84,39.6,34,8
male,43,191,91,93,39.8,49,10
male,26,199,99,105,39.9,103,17
female,32,173,68,87,39.5,36,9
male,22,195,91,81,39.4,12,6
female,38,169,67,85,38.5,12,3
male,42,184,86,92,39.9,64,14
male,32,198,100,105,40.8,185,29
male,26,175,74,97,40.8,95,22
female,40,155,54,98,40.5,106,19
male,52,197,100,98,40.8,126,20
male,39,183,83,91,40.2,85,20
female,28,176,78,112,40.3,176,27
female,43,168,61,89,39.7,36,8
male,21,194,88,104,40.8,147,27
male,41,182,83,94,40.2,76,16
female,62,165,69,97,40.7,102,18
male,27,203,109,88,39.8,30,8
female,54,172,69,87,39.3,44,10
male,73,192,92,87,40,60,11
male,28,191,93,98,40.2,84,17
male,32,175,73,114,41.2,207,29
female,63,150,54,99,40,91,15
female,72,162,61,94,40,73,13
female,38,172,65,93,39.6,53,11
male,34,196,98,88,40.4,54,14
male,29,182,84,99,39.8,50,10
male,39,176,76,109,40.7,156,23
male,33,190,93,99,40.4,107,20
female,59,171,71,94,39.2,26,5
male,44,192,101,106,40.5,164,23
female,67,156,56,85,39,23,5
male,26,196,101,92,40.2,62,15
female,60,157,61,93,40.1,63,12
female,40,165,61,100,39.7,91,16
female,46,174,72,92,39.7,53,11
female,49,174,69,103,40.5,133,22
female,66,153,55,90,40,67,13
male,62,209,110,87,39.4,43,8
male,24,192,86,106,40.5,157,27
male,45,189,89,91,38.3,14,3
male,20,180,79,94,39.9,37,10
female,27,160,55,105,40.6,140,23
female,68,163,57,95,40.2,74,13
female,24,149,46,112,40.8,186,27
male,43,191,97,119,40.8,233,26
female,44,166,64,101,40.8,145,25
female,65,176,75,111,40.6,199,28
female,45,154,60,92,39.7,49,10
female,68,158,60,84,37.5,4,1
male,20,183,83,104,41,132,25
male,35,206,109,91,39.6,37,8
male,28,183,88,78,39.4,11,6
female,41,173,69,108,41,180,28
male,74,186,93,95,39.7,74,11
female,22,180,77,78,39,14,5
female,44,155,57,89,39.2,23,5
male,34,175,71,95,40.6,91,21
male,27,187,89,94,40,47,11
female,22,173,67,95,40.6,81,17
female,45,176,76,100,40.4,78,14
female,20,175,69,98,40.5,110,22
male,59,179,85,85,39.3,30,7
male,72,167,68,103,41,175,24
female,29,138,45,105,40.6,175,28
female,67,168,64,93,39.3,32,6
male,39,194,95,98,40.3,78,14
male,68,185,85,102,40.5,190,26
female,20,167,66,117,40.8,177,25
male,36,172,70,87,39.3,22,7
male,32,177,83,105,41.1,180,30
female,26,164,62,99,41.1,154,29
female,43,176,75,81,39.2,21,6
male,35,174,75,101,39.9,48,9
male,34,195,95,101,40.5,121,21
female,24,171,63,95,40.9,82,17
male,21,162,67,94,40.1,42,12
female,44,174,75,94,40.5,128,26
male,64,198,103,108,40.9,236,28
female,58,163,60,103,41.1,184,29
male,41,200,98,82,38.1,7,2
female,22,177,71,98,40.4,75,15
female,28,163,61,92,39.7,42,9
male,24,183,83,109,40.6,162,26
female,54,152,53,101,40.2,117,19
female,43,181,80,91,39.9,45,10
female,26,170,73,82,39.6,27,8
female,54,169,70,97,40.3,99,18
male,28,180,78,97,40.4,76,17
male,43,205,103,101,40.4,102,16
female,28,143,46,84,38.4,16,4
female,45,167,63,84,39.5,24,6
male,22,188,93,107,40.6,175,29
female,28,173,65,96,40,50,10
female,23,174,70,78,38.3,9,3
female,20,173,72,81,39.7,25,8
male,52,180,77,108,40.2,146,20
male,51,169,69,100,40.1,117,20
female,29,169,69,97,40.4,76,15
female,76,160,59,85,40,57,12
male,30,190,94,111,41,197,28
male,30,185,88,110,40.9,203,30
female,38,163,59,76,39.5,19,6
male,26,182,82,98,40.7,116,25
male,23,198,96,90,40.1,47,13
female,27,182,71,89,39.6,29,7
female,64,174,69,88,38.7,19,4
female,64,164,67,91,39.2,20,4
male,48,177,81,111,40.9,214,28
female,23,183,71,91,40.5,73,17
female,26,140,48,92,39.7,43,9
female,79,174,76,112,40.7,194,26
female,38,154,57,95,40.8,103,20
female,29,167,64,86,39.1,20,5
female,43,168,70,100,40.6,135,24
female,68,151,58,75,38,7,2
female,69,163,62,94,40.3,105,19
male,26,181,81,79,39.1,7,4
female,31,186,75,101,40.6,109,20
female,61,153,52,81,37.9,8,2
male,31,182,86,86,39.8,28,9
male,25,158,58,79,39.7,13,11
male,37,167,73,103,40.9,143,25
male,32,167,66,83,39.3,12,5
male,20,181,78,102,40.6,112,23
female,79,153,54,80,39.2,17,4
male,71,193,97,88,39.4,45,8
male,57,179,87,105,41.1,211,29
male,32,182,87,98,40.7,101,20
male,44,185,82,100,40.5,81,14
male,44,175,80,102,40.8,170,28
female,20,171,69,109,41,155,25
male,39,192,91,89,40.2,41,10
male,54,193,95,100,40.3,105,16
male,59,194,98,85,40.5,69,15
female,23,185,80,91,39.4,33,8
male,35,202,105,81,39.3,15,5
female,64,172,70,97,39.8,74,13
male,43,179,84,97,39.7,59,11
male,30,199,99,103,40.3,95,16
female,21,159,56,89,38,8,2
male,53,174,82,112,40.9,233,29
female,53,147,49,101,40.2,111,18
female,36,172,73,92,39.9,46,10
female,63,155,57,116,40.8,212,27
female,34,169,68,88,39.3,29,7
male,22,174,71,115,41.2,149,22
male,52,203,107,100,40.4,135,20
male,36,184,86,73,37.8,3,2
female,55,179,74,105,40.5,101,16
female,53,171,69,109,40.6,169,25
male,52,190,94,107,41,188,25
male,28,187,85,100,40.7,127,25
male,21,176,75,109,40.5,112,19
female,21,167,63,102,40.8,122,22
male,40,191,88,101,40.3,106,18
male,34,195,93,108,40.7,149,22
female,43,167,67,99,40.9,128,23
male,48,197,107,103,40.6,168,24
female,38,164,64,90,39.8,36,8
male,52,184,85,101,40.4,141,22
female,26,160,56,107,40.4,156,25
male,21,178,77,97,40,54,13
female,60,161,59,82,39.5,29,7
female,78,159,56,93,40.4,102,18
male,66,190,94,101,40.8,182,25
male,29,173,79,76,38.1,3,2
male,21,185,84,100,40,71,15
male,54,164,73,94,39.4,41,8
female,41,162,63,76,39.3,19,6
male,27,180,80,95,40,46,11
male,38,181,81,102,41.2,151,26
male,23,182,86,102,40.4,104,20
male,23,180,74,98,40.8,108,25
female,27,157,54,95,40.3,85,17
female,59,150,48,100,40.5,143,23
male,53,171,81,96,39.2,45,8
female,35,145,48,90,38.9,19,4
female,27,155,55,80,38.3,10,3
male,54,186,89,112,40.8,223,27
female,71,176,71,87,39.4,33,7
male,32,196,95,98,40.4,99,19
female,78,169,64,88,40.1,60,12
male,21,198,101,86,39.1,21,7
male,20,178,76,97,39.7,45,11
female,59,160,59,94,40.2,108,20
male,58,188,88,93,40.6,100,18
male,67,170,79,91,38.3,11,2
male,50,172,83,105,40.7,179,26
female,24,174,72,89,39.3,20,5
male,26,200,104,89,40.5,60,16
male,25,181,80,93,39.8,45,12
female,20,167,57,80,38.9,13,4
female,21,164,61,82,39.6,24,7
female,59,157,61,107,40.9,169,25
female,58,167,64,105,40.5,169,26
male,27,188,81,92,39.6,30,8
male,22,180,79,87,40.1,35,13
female,38,159,58,82,40.2,53,14
female,48,147,54,85,39.8,39,9
female,22,169,62,107,40.5,171,28
female,34,180,74,94,40,62,13
female,23,167,67,96,39.9,68,14
female,34,169,67,102,40.5,103,18
male,69,183,85,104,40.8,200,26
male,22,194,95,83,39.8,22,9
female,40,162,62,83,40,50,13
male,65,170,75,99,40.6,182,28
female,44,180,76,89,40.1,48,11
male,25,196,97,95,39.8,62,14
female,47,173,76,97,40.2,63,12
male,22,176,73,84,39.1,6,3
female,25,176,66,109,40.9,183,29
male,31,202,102,82,39.4,17,6
female,41,162,57,116,40.9,216,29
male,59,199,96,89,40.5,72,14
female,37,164,66,104,41.2,162,27
female,71,176,73,85,38.9,22,5
female,30,156,54,81,39,18,5
female,29,164,64,106,41,164,27
female,61,159,59,82,39.9,42,10
female,20,172,65,97,39.6,40,8
female,68,164,61,100,40.6,117,19
male,68,190,89,110,40.5,241,28
female,25,163,63,102,40.3,112,20
male,62,196,93,97,40.6,110,17
male,35,179,77,108,40.9,175,27
female,61,149,52,85,38.8,18,4
male,24,169,73,118,40.6,191,26
female,29,178,76,100,40.8,137,26
male,54,191,88,113,40.2,193,23
female,38,168,66,97,40.6,116,22
female,24,175,73,87,39.8,42,11
male,48,180,84,77,38.3,5,2
female,47,162,64,94,40.7,92,18
male,28,189,89,107,40.8,181,29
male,74,179,84,81,38.2,9,2
male,38,187,93,84,39.5,23,7
female,39,167,67,93,40.4,73,15
male,25,181,82,107,40.8,166,28
female,29,161,62,94,39.4,39,8
female,75,158,64,86,40,62,13
female,70,162,64,87,38.5,14,3
male,55,178,76,93,39.6,51,10
male,69,168,72,79,38.4,7,2
female,35,161,63,81,38.1,7,2
male,46,187,89,101,40.3,81,13
male,43,171,76,95,40.2,68,14
female,37,172,68,108,40.3,109,17
male,42,190,95,104,41.1,171,26
male,60,173,73,108,40.8,167,22
male,60,197,109,104,40.6,171,22
female,55,150,53,82,38.8,21,5
male,29,172,76,103,40.9,135,25
male,55,187,88,82,39.1,15,4
male,34,180,83,93,40.5,111,26
male,21,193,92,108,40.5,122,20
male,48,190,99,99,40.4,124,20
female,23,161,60,111,40.7,145,22
male,20,168,68,88,40.3,41,16
female,74,173,68,91,39.9,52,10
male,43,182,90,102,40.4,131,21
male,59,180,81,109,40.9,236,30
female,54,169,68,94,40,73,14
male,54,169,78,92,40.1,70,14
female,59,164,65,93,40.1,68,13
female,23,177,65,89,38.7,21,5
male,52,179,79,106,40.3,127,18
male,23,186,85,98,40.4,87,19
female,28,160,56,107,40.4,176,28
male,31,165,69,99,40.6,90,19
male,28,189,94,103,40.6,98,17
female,26,167,68,104,40.9,161,28
male,22,179,81,94,40.1,57,15
male,26,185,82,85,40.1,43,16
male,73,183,85,106,40.4,188,23
male,50,181,83,98,40.4,110,19
female,22,152,54,100,40.4,82,15
male,26,188,86,109,40.5,140,22
male,58,165,66,83,38.6,7,2
female,46,172,79,103,40.4,117,20
male,34,188,93,87,39.7,32,9
male,33,164,68,93,39.8,47,12
male,22,176,71,88,39.7,19,7
female,62,148,50,93,39.9,55,10
male,76,172,74,94,40.1,63,10
female,44,174,72,102,40.3,111,19
male,41,190,88,103,40.6,150,24
